"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","Tumor","CenterName","Submission","Consent","RunHash","ReadHash"
"45","SRR4786014","2017-06-20 16:29:20","2016-11-01 18:22:51","83435376","16506635794","83435376","197","5349","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4786014/SRR4786014.1","SRX2316245","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773167","SAMN05964059","simple","9606","Homo sapiens","GSM2371172","no","GEO","SRA488109","public","BE170337100562AAEC2B1C52D7380EF6","C0F105D6C9D766C7353B63176FEDA0D2"
"46","SRR4786015","2017-06-20 16:29:20","2016-11-01 21:15:19","81078041","15993564676","81078041","197","5774","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786015/SRR4786015.1","SRX2316246","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773170","SAMN05964058","simple","9606","Homo sapiens","GSM2371173","no","GEO","SRA488109","public","5CF63DBC9E37EB69AE2F1F105A9CE253","1A818B068D0FF09B2D6FD97C7A5D3F94"
"47","SRR4786016","2017-06-20 16:29:20","2016-11-01 20:01:14","83155676","16443753110","83155676","197","5493","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4786016/SRR4786016.1","SRX2316247","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773168","SAMN05964057","simple","9606","Homo sapiens","GSM2371174","no","GEO","SRA488109","public","C6AACE3009E3AE52F38BF0C99DA224E0","3F184F12495F9429CAB3A49590CC4F0B"
"48","SRR4786017","2017-06-20 16:29:20","2016-11-01 19:37:33","92256953","18246457868","92256953","197","6972","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786017/SRR4786017.1","SRX2316248","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773169","SAMN05964056","simple","9606","Homo sapiens","GSM2371175","no","GEO","SRA488109","public","87CC1EC29BAC72A0C3F206A4194A4072","76C81160BE455B1F64B3CD571E8D2134"
"49","SRR4786018","2017-06-20 16:29:20","2016-11-01 20:01:54","85014629","16776416427","85014629","197","5758","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786018/SRR4786018.1","SRX2316249","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773171","SAMN05964055","simple","9606","Homo sapiens","GSM2371176","no","GEO","SRA488109","public","69F29F040C91E7ACCC00DB7BE704782C","BACD8F7E17D45A5D360A13A0D4F63670"
"50","SRR4786019","2017-06-20 16:29:20","2016-11-01 19:30:54","92752794","18317588113","92752794","197","6999","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4786019/SRR4786019.1","SRX2316250","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773172","SAMN05964054","simple","9606","Homo sapiens","GSM2371177","no","GEO","SRA488109","public","9A266A6E4A8928BCD015E155846DAB39","2CC0F98E10780BAC16003DF2D4267852"
"51","SRR4786020","2017-06-20 16:29:20","2016-11-01 20:04:13","88698482","17482554526","88698482","197","5963","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786020/SRR4786020.1","SRX2316251","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773173","SAMN05964053","simple","9606","Homo sapiens","GSM2371178","no","GEO","SRA488109","public","AA025FB5C070D763B72A0C4E1BFEBC20","C2875F60F91C04DBFDA99593618FFEB4"
"52","SRR4786021","2017-06-20 16:29:20","2016-11-01 19:43:10","79838880","15799017075","79838880","197","5415","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786021/SRR4786021.1","SRX2316252","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773174","SAMN05964052","simple","9606","Homo sapiens","GSM2371179","no","GEO","SRA488109","public","68EAF634DD26E9E251EADCFF810D581D","939E1CD989129BD79AB768CC4CAB39E4"
"53","SRR4786022","2017-06-20 16:29:20","2016-11-01 19:44:25","83175611","16526347998","83175611","198","5429","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4786022/SRR4786022.1","SRX2316253","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773175","SAMN05964051","simple","9606","Homo sapiens","GSM2371180","no","GEO","SRA488109","public","127CC6F109597E1587789D9B987EBA5E","8E3036EBD6E193D63F799AB418F3A475"
"54","SRR4786023","2017-06-20 16:29:20","2016-11-01 19:40:27","78354669","15507387211","78354669","197","5246","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4786023/SRR4786023.1","SRX2316254","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773176","SAMN05964050","simple","9606","Homo sapiens","GSM2371181","no","GEO","SRA488109","public","07ED6D09DE307E6C78FFBD9592151EB0","749A47BE67863B18F896032CCF2835E0"
"55","SRR4786024","2017-06-20 16:29:20","2016-11-01 20:11:28","81106422","16031179046","81106422","197","5402","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4786024/SRR4786024.1","SRX2316255","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773178","SAMN05964049","simple","9606","Homo sapiens","GSM2371182","no","GEO","SRA488109","public","29C90843C118487C7A44106DC5F946ED","04BC1F8C4C1631FE170DF2397777B90C"
"56","SRR4786025","2017-06-20 16:29:20","2016-11-01 20:19:35","85914129","17005707555","85914129","197","5745","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786025/SRR4786025.1","SRX2316256","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773179","SAMN05964048","simple","9606","Homo sapiens","GSM2371183","no","GEO","SRA488109","public","8C0C571151F81DBB3810156F9735D30B","5227E17CD54C9A173CE86E03442B4422"
"57","SRR4786026","2017-06-20 16:29:20","2016-11-01 20:11:51","83500749","16523682389","83500749","197","5422","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786026/SRR4786026.1","SRX2316257","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773177","SAMN05964047","simple","9606","Homo sapiens","GSM2371184","no","GEO","SRA488109","public","CB1C2D3E3E1D2271CFFAA96361582D64","B7CA331C529ECA533A8BF5C96E1C9893"
"58","SRR4786027","2017-06-20 16:29:20","2016-11-01 19:46:17","87983978","17394977835","87983978","197","5811","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4786027/SRR4786027.1","SRX2316258","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773180","SAMN05964046","simple","9606","Homo sapiens","GSM2371185","no","GEO","SRA488109","public","95DDBF59527F27F1232F2D3FE6ECE4FF","657AA1D4ACFEBD99B10E406088C5CA15"
"59","SRR4786028","2017-06-20 16:29:20","2016-11-01 20:50:54","87742173","17375508745","87742173","198","5642","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4786028/SRR4786028.1","SRX2316259","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773181","SAMN05964045","simple","9606","Homo sapiens","GSM2371186","no","GEO","SRA488109","public","5A9154E6EB1BB18FBCD2CC124BC06F1F","42B95D34AF03840A1619D8F2CCD4ED27"
"60","SRR4786029","2017-06-20 16:29:20","2016-11-01 19:53:38","86570100","17155225386","86570100","198","5521","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4786029/SRR4786029.1","SRX2316260","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773182","SAMN05964044","simple","9606","Homo sapiens","GSM2371187","no","GEO","SRA488109","public","717EFB776B3D10E56893E7F916CBE04F","B4DC36E21B4092260ADDDA9DF635EE40"
"61","SRR4785910","2017-06-20 16:29:13","2016-11-01 18:38:38","89615134","17825141617","89615134","198","5290","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785910/SRR4785910.1","SRX2316141","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773061","SAMN05963976","simple","9606","Homo sapiens","GSM2371068","no","GEO","SRA488109","public","F7CA3787BB8FB979A1FF459461ED2430","3205364F704AAE6947AD9BFDB17DBBD5"
"62","SRR4785911","2017-06-20 16:29:13","2016-11-01 18:33:21","81787695","16280274190","81787695","199","4985","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785911/SRR4785911.1","SRX2316142","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773064","SAMN05963898","simple","9606","Homo sapiens","GSM2371069","no","GEO","SRA488109","public","06CC43D886F47F1A59C5CC8A3C8A6A73","F2F2998D1D3E1002B8BFD4E0D4D22F63"
"63","SRR4785912","2017-06-20 16:29:13","2016-11-01 18:50:40","96466142","19292729160","96466142","199","5331","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785912/SRR4785912.1","SRX2316143","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773069","SAMN05963982","simple","9606","Homo sapiens","GSM2371070","no","GEO","SRA488109","public","4FA352F047048380194F3A5B4FBEDC17","E59903789E97D288BD079A60B098E26F"
"64","SRR4785913","2017-06-20 16:29:13","2016-11-01 18:28:21","94562507","18897542838","94562507","199","5903","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785913/SRR4785913.1","SRX2316144","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773065","SAMN05963981","simple","9606","Homo sapiens","GSM2371071","no","GEO","SRA488109","public","0EE73773AF84FA55D7D756F39509A784","3FD5756F591913ACAC9B1B2BD8BA5E66"
"65","SRR4785914","2017-06-20 16:29:13","2016-11-01 18:36:47","86978238","17353757274","86978238","199","4730","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785914/SRR4785914.1","SRX2316145","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773066","SAMN05963980","simple","9606","Homo sapiens","GSM2371072","no","GEO","SRA488109","public","60673C9FFC3D9EE64428A59670B29444","0C2C5DC327E8E962523FD6134E2D4620"
"66","SRR4785915","2017-06-20 16:29:13","2016-11-01 18:39:56","87931867","17525760754","87931867","199","5167","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785915/SRR4785915.1","SRX2316146","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773067","SAMN05963979","simple","9606","Homo sapiens","GSM2371073","no","GEO","SRA488109","public","F11BEA76512E71D4DE02CBF24C7C12FD","18B075A6921B6A1083F92E1F743B9A63"
"67","SRR4785916","2017-06-20 16:29:13","2016-11-01 19:39:26","88883356","17721795446","88883356","199","5391","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785916/SRR4785916.1","SRX2316147","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773070","SAMN05963978","simple","9606","Homo sapiens","GSM2371074","no","GEO","SRA488109","public","9977540B2A6F2D88627A1EB2186CF2C2","DAC2D86F7D7F76C6982DEB26B39817B1"
"68","SRR4785917","2017-06-20 16:29:13","2016-11-01 18:36:46","90452825","18029784438","90452825","199","5418","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785917/SRR4785917.1","SRX2316148","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773068","SAMN05963977","simple","9606","Homo sapiens","GSM2371075","no","GEO","SRA488109","public","F6AEDE92F0A86D4A2CAA8983F86F2BB8","3D75D679421F6E7573233F3B4377F314"
"69","SRR4785918","2017-06-20 16:29:13","2016-11-01 18:37:04","85764025","17115233417","85764025","199","5241","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785918/SRR4785918.1","SRX2316149","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773071","SAMN05963975","simple","9606","Homo sapiens","GSM2371076","no","GEO","SRA488109","public","5DBAEE86626EE41FB5D6D8E578F0B6C8","486EF4BE8CB99C2FBBFCCE72D57D32CB"
"70","SRR4785919","2017-06-20 16:29:13","2016-11-01 18:50:31","81945508","16400309951","81945508","200","4668","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785919/SRR4785919.1","SRX2316150","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773072","SAMN05963974","simple","9606","Homo sapiens","GSM2371077","no","GEO","SRA488109","public","BA3E2CF83FD84FCAFD1170DA566CF2B6","72E58D6B2454365CD6695525325CB08C"
"71","SRR4785920","2017-06-20 16:29:13","2016-11-01 18:37:49","85809462","17172026062","85809462","200","4648","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785920/SRR4785920.1","SRX2316151","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773074","SAMN05963973","simple","9606","Homo sapiens","GSM2371078","no","GEO","SRA488109","public","A2EE04EE085F808540DF9B4C515D24C7","DE5C8DF2388389F1E3162306B9FFAFB8"
"72","SRR4785921","2017-06-20 16:29:13","2016-11-01 18:39:57","82309205","16469811849","82309205","200","4773","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785921/SRR4785921.1","SRX2316152","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773073","SAMN05963972","simple","9606","Homo sapiens","GSM2371079","no","GEO","SRA488109","public","276F7F8CE7E57E9D6ACCFD0B70BC50E0","163C83D943F10981E83E9CB74488981A"
"73","SRR4785922","2017-06-20 16:29:13","2016-11-01 19:49:43","83517989","16706821515","83517989","200","4613","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785922/SRR4785922.1","SRX2316153","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773075","SAMN05963971","simple","9606","Homo sapiens","GSM2371080","no","GEO","SRA488109","public","A07B3014F849B94C6DB1067A865CFEFF","5064C4DA106F6FF776B4551699A34321"
"74","SRR4785923","2017-06-20 16:29:13","2016-11-01 18:43:27","78114309","15632539620","78114309","200","4280","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785923/SRR4785923.1","SRX2316154","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773076","SAMN05963970","simple","9606","Homo sapiens","GSM2371081","no","GEO","SRA488109","public","8AEE2DDD277EC85C06C2E3E95060F1DC","AF68571D7C6B189CAA5FAD7A14486E0D"
"75","SRR4785924","2017-06-20 16:29:13","2016-11-01 18:47:47","78005615","15591301632","78005615","199","4309","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785924/SRR4785924.1","SRX2316155","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773077","SAMN05963969","simple","9606","Homo sapiens","GSM2371082","no","GEO","SRA488109","public","8523A5E82F5E624949A40ACC6EF0A4D3","0FBA8BC96E840AC2B3AAA300F2880CF2"
"76","SRR4785925","2017-06-20 16:29:13","2016-11-01 18:43:29","79264891","15862236659","79264891","200","4349","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785925/SRR4785925.1","SRX2316156","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773078","SAMN05963968","simple","9606","Homo sapiens","GSM2371083","no","GEO","SRA488109","public","009330737FD011E828DA8390FD1C3500","1092D32EF7CB1376E75EEC01F0679FDD"
"77","SRR4785926","2017-06-20 16:29:13","2016-11-01 18:48:42","80293959","16039634979","80293959","199","4709","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785926/SRR4785926.1","SRX2316157","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773079","SAMN05963967","simple","9606","Homo sapiens","GSM2371084","no","GEO","SRA488109","public","937B6083AF3DC5E882EC82046A057D12","B2DA19792201B23819894DEF9634EEB0"
"78","SRR4785927","2017-06-20 16:29:13","2016-11-01 18:44:48","86600174","17330566959","86600174","200","4803","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785927/SRR4785927.1","SRX2316158","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773080","SAMN05963966","simple","9606","Homo sapiens","GSM2371085","no","GEO","SRA488109","public","FFD1D61E2BAF922BBDCCE2CA0E8B91D1","A01E34B9E998F437716D2AEA8BA9E3AC"
"79","SRR4785928","2017-06-20 16:29:13","2016-11-01 18:55:12","85084514","16970598214","85084514","199","5183","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785928/SRR4785928.1","SRX2316159","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773081","SAMN05963965","simple","9606","Homo sapiens","GSM2371086","no","GEO","SRA488109","public","5A94F1A643763F464EB0D921A7CD4F25","84A44CD3B037DB20F31B26F10E233BE1"
"80","SRR4785929","2017-06-20 16:29:13","2016-11-01 18:50:04","86465256","17296006880","86465256","200","4752","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785929/SRR4785929.1","SRX2316160","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773084","SAMN05963964","simple","9606","Homo sapiens","GSM2371087","no","GEO","SRA488109","public","7D06987AC1F3FC36EC467DC16348BEB3","0CFC9630527C4EF19097573F70868668"
"81","SRR4785930","2017-06-20 16:29:13","2016-11-01 18:51:06","82198305","16396624682","82198305","199","5066","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785930/SRR4785930.1","SRX2316161","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773082","SAMN05963963","simple","9606","Homo sapiens","GSM2371088","no","GEO","SRA488109","public","5D69DBC8476E4B5E676301F9761EB8E6","291C55B88986A25EFCF69DF28A67CC33"
"82","SRR4785931","2017-06-20 16:29:13","2016-11-30 02:19:51","86385384","17275397677","86385384","199","4941","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785931/SRR4785931.2","SRX2316162","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773083","SAMN05963962","simple","9606","Homo sapiens","GSM2371089","no","GEO","SRA488109","public","C101C6FEB745585BFC36E124F4C6EE4B","B76204FDEC5870DFC601CCAEBC40D2B1"
"83","SRR4785932","2017-06-20 16:29:13","2016-11-01 18:41:49","84129904","16826714643","84129904","200","4864","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785932/SRR4785932.1","SRX2316163","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773085","SAMN05963961","simple","9606","Homo sapiens","GSM2371090","no","GEO","SRA488109","public","1C28258277F3598BBF3F8ED03EF62957","C701A853931306F3C351DECD2E79150D"
"84","SRR4785933","2017-06-20 16:29:13","2016-11-01 18:58:45","84241487","16854233893","84241487","200","4710","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785933/SRR4785933.1","SRX2316164","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773086","SAMN05963960","simple","9606","Homo sapiens","GSM2371091","no","GEO","SRA488109","public","01DC76178C8DA8B1F455D808F18409EF","ECC4786D0B360ED5F8ACAB3D79AC4B46"
"85","SRR4785934","2017-06-20 16:29:13","2016-11-01 19:01:44","87251998","17446788190","87251998","199","4722","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785934/SRR4785934.1","SRX2316165","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773087","SAMN05963959","simple","9606","Homo sapiens","GSM2371092","no","GEO","SRA488109","public","DB881F56D077555B7AEDE7DC0B1574D5","9EED48501B0057EA5FCDFA9AFCD2092F"
"86","SRR4785935","2017-06-20 16:29:13","2016-11-01 18:42:44","83373216","16674722870","83373216","200","4895","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785935/SRR4785935.1","SRX2316166","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773088","SAMN05963958","simple","9606","Homo sapiens","GSM2371093","no","GEO","SRA488109","public","6AFCA403478F741F026C8FDBDC207F9E","7AC85EA848D33DCC39523E45D3F46374"
"87","SRR4785936","2017-06-20 16:29:13","2016-11-01 19:05:10","84671389","16904217703","84671389","199","4885","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785936/SRR4785936.1","SRX2316167","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773089","SAMN05963957","simple","9606","Homo sapiens","GSM2371094","no","GEO","SRA488109","public","92B4F94FB86659E0E758B89CCAE5F855","052653666CA4E17FAEE5B28060EAFC56"
"88","SRR4785937","2017-06-20 16:29:13","2016-11-01 18:46:44","83283704","16580027373","83283704","199","5525","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785937/SRR4785937.1","SRX2316168","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773090","SAMN05963956","simple","9606","Homo sapiens","GSM2371095","no","GEO","SRA488109","public","FFDD59A9F795B52FF8F60E2B9CE33F9D","C003F5D803ACD7A3E27F78915F912FD4"
"89","SRR4785938","2017-06-20 16:29:13","2016-11-01 18:39:59","84030679","16833501476","84030679","200","5565","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785938/SRR4785938.1","SRX2316169","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773092","SAMN05963955","simple","9606","Homo sapiens","GSM2371096","no","GEO","SRA488109","public","32886B46383611A7F2362A7024E60E83","5F511D1A823018CD2B267A11ED12F510"
